Total Length of Bwd Packets,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
9129,254,352,135,10231,437,306,7489,63026,63993,BENIGN
8883,328,434,116,23297,469,317,9816,62743,62423,BENIGN
62682,909,1667,546,233200,1862,1184,56745,65275,65382,ATTACK
51647,1349,1274,478,260643,1278,994,44870,65473,65528,ATTACK
57565,992,1410,360,284461,1297,975,61006,65491,65260,ATTACK
73975,1230,1538,315,280927,1718,1055,63156,65315,65052,ATTACK
13816,269,373,126,7646,463,248,10387,64339,60647,BENIGN
73070,1251,1953,468,255459,1260,1092,67699,65025,65411,ATTACK
76721,927,1408,346,262422,1697,841,76025,65317,65329,ATTACK
12948,239,366,100,21788,504,269,7860,63536,61760,BENIGN
10046,243,536,130,20262,466,323,11885,61193,58197,BENIGN
12949,224,416,96,14021,409,223,13960,63686,59554,BENIGN
13403,314,474,143,18337,514,316,9493,61358,64639,BENIGN
59413,1496,1885,495,115698,1426,1111,77203,65284,65370,ATTACK
8396,218,424,133,16335,401,239,8915,65065,64346,BENIGN
75802,1244,1814,491,132384,1754,1361,78558,65043,65135,ATTACK
11402,208,366,112,6429,422,213,9484,60673,62873,BENIGN
14101,385,496,134,12722,394,203,12686,64231,62189,BENIGN
52935,1463,1675,562,129926,1376,1200,75584,65425,65525,ATTACK
74595,1370,1337,404,236681,1863,824,76340,65048,65169,ATTACK
77003,858,1893,343,208177,1936,1266,63028,65227,65177,ATTACK
47140,1195,1497,416,160126,1531,871,50756,65348,65046,ATTACK
12876,337,480,148,6778,495,240,7469,64121,62206,BENIGN
9697,259,362,129,18605,413,326,10804,64975,58480,BENIGN
68408,816,1299,583,233670,1740,1347,65975,65081,65037,ATTACK
61290,1281,1278,367,106728,1227,959,73982,65438,65186,ATTACK
74348,930,1293,488,160787,1945,882,63917,65129,65372,ATTACK
8211,349,371,87,17861,545,331,13629,61618,64038,BENIGN
10291,250,466,117,12538,418,201,12454,64915,58550,BENIGN
13840,210,458,109,23267,385,273,12375,64787,59526,BENIGN
49585,1483,1444,563,204393,1287,846,70814,65377,65062,ATTACK
14939,307,522,120,24599,405,227,8729,64938,58192,BENIGN
47944,1059,1462,508,181504,1378,1336,66763,65423,65214,ATTACK
9678,213,473,97,11098,391,252,13327,63053,63183,BENIGN
10607,376,513,126,12588,358,216,11844,60299,61523,BENIGN
10954,350,516,84,17231,484,289,13204,64753,59974,BENIGN
79561,1060,1430,505,260303,1768,828,62717,65468,65144,ATTACK
12567,225,535,101,8550,354,297,11801,60075,61913,BENIGN
9715,234,403,145,8815,539,336,13222,61537,64996,BENIGN
45889,913,1365,476,268947,1752,1124,73732,65498,65308,ATTACK
46477,1181,1960,305,263578,1350,1200,64692,65068,65174,ATTACK
10881,329,406,146,15174,506,339,13060,64669,61001,BENIGN
49875,1060,1940,428,255009,1437,1396,56203,65403,65281,ATTACK
51355,916,1275,306,298302,1647,900,44569,65317,65289,ATTACK
66047,1095,1297,382,299266,1907,1110,58259,65246,65242,ATTACK
45159,1030,1922,490,199714,1865,1329,52963,65200,65117,ATTACK
9326,252,532,93,12063,545,305,8357,64712,63218,BENIGN
11855,264,374,119,11407,397,294,11304,60987,64814,BENIGN
10802,208,483,135,14747,358,263,12638,63040,58834,BENIGN
10523,360,468,86,6868,501,207,8874,60742,63577,BENIGN
14854,203,510,145,17936,466,328,13484,60003,60146,BENIGN
59706,1267,1336,405,242761,1779,1237,45761,65378,65419,ATTACK
70282,869,1625,534,129914,1226,926,72602,65186,65174,ATTACK
13119,212,549,98,6926,458,248,8558,62305,62644,BENIGN
45979,1104,1236,447,234133,1606,1076,73282,65094,65402,ATTACK
74640,1320,1673,388,291878,1292,1026,40163,65122,65436,ATTACK
67337,807,1232,524,200029,1406,1398,40079,65527,65068,ATTACK
12053,235,481,141,18736,417,280,10993,61001,58573,BENIGN
51408,1486,1755,424,141239,1298,1246,44898,65116,65324,ATTACK
10747,242,480,127,23100,444,296,13038,65434,63519,BENIGN
9970,292,431,87,14941,434,278,9522,63584,61335,BENIGN
10184,217,445,96,12992,465,275,9037,64455,60346,BENIGN
8518,296,357,124,17614,413,228,9834,60138,60611,BENIGN
9489,270,367,95,15178,501,245,8972,61172,60013,BENIGN
77077,1016,1481,321,270300,1476,1110,58699,65273,65319,ATTACK
41808,1099,1755,397,184291,1460,1379,78452,65018,65000,ATTACK
10703,256,510,138,9921,481,295,9281,62565,60166,BENIGN
12690,302,401,80,23978,411,318,11624,62219,58302,BENIGN
9062,282,394,99,22568,492,251,12134,63550,59727,BENIGN
12095,235,499,84,11215,453,227,11618,62163,61645,BENIGN
72252,1438,1681,542,151759,1887,1391,68054,65336,65165,ATTACK
43516,994,1535,443,283153,1417,891,43574,65387,65146,ATTACK
54920,1004,1941,342,156866,1544,1083,53016,65355,65097,ATTACK
8052,358,416,119,15302,526,238,8769,64061,59476,BENIGN
73315,1477,1248,486,161972,1621,859,44666,65304,65139,ATTACK
68683,1081,1771,563,273479,1888,838,44239,65423,65161,ATTACK
11495,277,421,127,8385,463,324,13607,62718,61828,BENIGN
8878,355,545,102,12751,474,339,9999,60957,60828,BENIGN
42769,1053,1388,556,284618,1586,1024,70996,65229,65431,ATTACK
77745,888,1562,459,139418,1815,830,43547,65474,65322,ATTACK
48023,1229,1887,410,296795,1668,848,50259,65021,65519,ATTACK
67957,880,1980,558,236415,1994,1388,50777,65406,65269,ATTACK
65938,834,1443,509,110347,1767,1353,74495,65199,65499,ATTACK
12863,388,487,120,20642,383,235,11260,62583,64187,BENIGN
8278,290,528,126,8082,358,290,7124,61787,63589,BENIGN
70231,883,1755,413,251084,1323,1271,45236,65065,65118,ATTACK
42940,1358,1959,525,212760,1666,838,48657,65427,65344,ATTACK
10919,221,476,107,14016,476,280,10170,60252,63525,BENIGN
9364,227,505,82,19307,507,207,9405,65001,61014,BENIGN
10982,339,524,81,12934,539,255,7120,64783,64913,BENIGN
9818,302,425,98,16287,532,314,9802,64097,64947,BENIGN
70959,1081,1737,548,101164,1526,842,65987,65404,65052,ATTACK
65093,1455,1564,578,254449,1733,1265,51041,65216,65513,ATTACK
66073,1021,1552,592,171474,1489,1244,44145,65064,65220,ATTACK
8098,249,510,94,8900,455,243,8877,65013,63595,BENIGN
71633,816,1385,386,175406,1610,1222,67086,65264,65196,ATTACK
48455,976,1415,367,271527,1832,1376,74361,65523,65025,ATTACK
14845,245,464,92,11159,518,227,10933,61637,61110,BENIGN
49479,1025,1917,513,299599,1607,1301,66255,65288,65051,ATTACK
49345,879,1437,548,208354,1996,1271,74564,65209,65330,ATTACK
73273,1214,1589,430,199155,1285,1159,43752,65408,65529,ATTACK
13183,283,443,91,14299,382,333,10458,63981,61384,BENIGN
13307,374,441,92,17393,534,216,13337,65148,62855,BENIGN
9814,396,359,83,7396,365,307,13894,64446,62779,BENIGN
9108,317,358,139,11547,540,217,10033,61254,58713,BENIGN
10663,367,530,142,6527,454,282,13139,65465,64262,BENIGN
62888,1495,1368,538,111799,1937,967,65448,65073,65334,ATTACK
10814,278,451,81,19148,480,315,12913,61829,59279,BENIGN
13075,212,485,85,15785,446,308,11905,63378,59780,BENIGN
8117,251,539,81,24715,403,235,8420,60910,58657,BENIGN
72664,1278,1516,540,195996,1774,875,67984,65512,65325,ATTACK
11727,295,369,93,23876,524,277,13604,64815,63775,BENIGN
76220,984,1632,550,239502,1923,810,69612,65030,65366,ATTACK
10551,334,357,82,20271,401,242,9984,65509,64879,BENIGN
42298,1178,1309,319,150968,1530,863,79824,65050,65244,ATTACK
44617,1304,1928,598,225933,1589,972,73020,65233,65450,ATTACK
14623,231,390,133,24186,496,250,9596,63225,64529,BENIGN
14324,212,406,137,9011,435,216,10779,64012,61749,BENIGN
53452,1362,1310,570,176242,1470,1048,53488,65326,65294,ATTACK
58799,1170,1570,404,146088,1240,814,72710,65505,65363,ATTACK
14286,302,529,101,13854,481,317,7331,60698,64200,BENIGN
76135,1456,1544,332,130827,1620,1385,47740,65073,65363,ATTACK
64860,1304,1788,521,169299,1218,1096,67289,65238,65226,ATTACK
54238,1047,1325,352,131927,1812,1316,57710,65156,65310,ATTACK
41074,994,1552,375,258110,1293,983,73490,65422,65370,ATTACK
9936,213,360,102,20827,471,246,10391,65090,62957,BENIGN
74037,926,1219,570,194939,1540,1112,60551,65130,65505,ATTACK
44905,1150,1799,573,157066,1983,1037,66665,65170,65289,ATTACK
8982,332,365,96,20273,424,316,10395,60462,63085,BENIGN
13037,281,413,99,20240,491,228,13259,64906,58410,BENIGN
64600,1429,1793,368,267071,1654,1269,54803,65490,65226,ATTACK
11317,208,397,130,23979,536,217,11687,60142,64309,BENIGN
12751,272,524,140,24243,509,309,8353,63471,64042,BENIGN
78992,964,1777,590,228099,1687,1345,49233,65096,65109,ATTACK
56862,820,1796,531,279825,1597,871,48022,65034,65379,ATTACK
47691,1461,1900,391,121792,1408,1247,78498,65338,65198,ATTACK
51905,1232,1864,438,263165,1251,1014,57860,65269,65065,ATTACK
77994,1333,1284,373,181399,1376,1008,40649,65218,65205,ATTACK
13239,303,531,120,12121,399,347,8579,63511,59410,BENIGN
67890,985,1383,381,269205,1279,1222,78422,65074,65103,ATTACK
68257,962,1371,547,288671,1880,1000,58366,65223,65083,ATTACK
9536,329,408,141,12324,458,221,7588,64140,62593,BENIGN
48915,930,1265,389,249896,1825,1079,45268,65053,65342,ATTACK
75648,1030,1883,470,235002,1437,1100,76395,65248,65004,ATTACK
14134,240,388,143,21869,411,246,12267,62443,59457,BENIGN
10261,389,418,107,7399,507,280,12834,61068,59051,BENIGN
79900,1198,1950,321,282030,1694,1235,66514,65478,65315,ATTACK
14199,398,370,107,7803,447,237,9870,62049,61648,BENIGN
8269,329,496,125,15981,480,223,10252,62856,61531,BENIGN
10868,296,427,132,7429,507,291,13609,60967,61110,BENIGN
60514,1032,1474,548,147338,1482,1369,53307,65156,65151,ATTACK
73756,1183,1663,366,141481,1859,1213,73098,65039,65021,ATTACK
9187,367,476,88,17914,417,252,7127,64137,62071,BENIGN
57617,1472,1282,336,120646,1596,842,67275,65087,65251,ATTACK
69168,1488,1947,578,103932,1759,1192,56637,65191,65101,ATTACK
57404,1445,1947,478,158275,1919,1355,74701,65193,65238,ATTACK
71916,839,1590,398,246445,1978,1164,55408,65380,65448,ATTACK
67856,1280,1950,459,235829,1228,1001,50475,65512,65487,ATTACK
65518,1485,1303,507,102741,1828,900,45084,65260,65313,ATTACK
41939,1440,1998,395,218186,1277,1108,40244,65010,65385,ATTACK
9296,282,353,95,9893,473,307,13493,62784,58593,BENIGN
46959,1237,1673,467,211086,1673,818,62096,65113,65464,ATTACK
11809,317,456,80,21390,522,310,9180,63770,60465,BENIGN
10345,213,384,89,24489,547,296,9465,63224,58620,BENIGN
10953,257,418,147,7245,437,311,9449,65153,61607,BENIGN
65197,900,1357,487,199363,1907,921,68370,65284,65348,ATTACK
45798,862,1753,403,194409,1651,1176,44483,65235,65329,ATTACK
11651,237,397,133,21046,370,262,8117,64854,61345,BENIGN
14142,303,438,84,12774,453,279,8753,61483,62447,BENIGN
12034,336,532,91,14855,453,257,8554,61428,62096,BENIGN
47489,1342,1597,470,265577,1233,977,74481,65420,65338,ATTACK
54775,1322,1979,383,244778,1788,1352,74413,65312,65368,ATTACK
61203,1025,1258,513,171180,1327,933,52882,65079,65175,ATTACK
11784,261,476,136,15432,389,254,8180,60540,63517,BENIGN
61856,1065,1875,499,298675,1500,840,60949,65529,65109,ATTACK
58315,1435,1884,566,263652,1704,1283,42554,65055,65217,ATTACK
12929,377,439,141,7159,446,335,11205,62363,63568,BENIGN
12391,243,405,117,20841,449,228,11704,64980,63248,BENIGN
14658,356,399,120,17467,527,281,8151,62851,64851,BENIGN
9699,205,373,101,21101,397,295,13887,63362,60660,BENIGN
43514,862,1973,338,245562,1294,1090,78870,65364,65388,ATTACK
63375,995,1991,538,208695,1835,1065,61326,65269,65014,ATTACK
8071,300,475,137,22052,428,266,8954,65174,59787,BENIGN
10683,294,462,98,10248,403,203,13477,60430,62956,BENIGN
10232,371,417,133,15339,434,336,7741,60874,60187,BENIGN
10790,285,408,117,11678,482,262,11556,62902,64274,BENIGN
46739,1162,1624,593,181985,1296,1228,79434,65290,65296,ATTACK
50524,1127,1533,311,139707,1603,1239,58349,65466,65189,ATTACK
43877,1483,1316,389,280219,1221,1100,63521,65186,65422,ATTACK
47454,1379,1619,548,204597,1687,901,52037,65041,65342,ATTACK
11412,268,524,101,15760,496,203,13626,63386,62161,BENIGN
12009,311,535,102,9044,359,218,7105,63393,63099,BENIGN
10753,366,520,105,11702,402,332,7058,62418,60205,BENIGN
10902,226,430,82,17931,484,286,12998,61538,58655,BENIGN
60522,1486,1964,336,145949,1674,892,43734,65062,65281,ATTACK
14614,322,393,106,12856,448,208,11217,61552,60555,BENIGN
9524,337,542,128,11533,437,291,8504,62765,61571,BENIGN
48936,1394,1435,479,287712,1413,962,75563,65025,65214,ATTACK
10431,388,494,84,9787,531,239,10620,63281,64564,BENIGN
11231,243,536,89,16033,424,295,10792,62758,64297,BENIGN
10897,372,394,111,23849,382,308,7946,62222,60935,BENIGN
77136,1259,1428,517,292732,1892,1317,68905,65143,65518,ATTACK
12020,374,496,138,8332,516,284,13225,61888,64800,BENIGN
14122,361,495,97,8265,411,298,13049,61688,60080,BENIGN
63479,1196,1313,479,150650,1288,1180,67160,65503,65106,ATTACK
11861,342,396,110,16552,436,272,10330,62242,62001,BENIGN
13084,246,456,137,10320,528,274,8198,63864,60368,BENIGN
9085,249,517,81,20185,397,223,8586,63252,59949,BENIGN
72726,1189,1415,442,239886,1456,1349,40363,65268,65452,ATTACK
10797,256,468,101,17163,434,305,11880,63291,63159,BENIGN
14028,237,427,102,16071,448,261,9292,62377,62372,BENIGN
40413,888,1298,584,286489,1435,1104,62570,65384,65343,ATTACK
11110,318,360,90,11113,415,302,10536,61909,59837,BENIGN
67001,1424,1682,366,231344,1841,1308,63109,65270,65167,ATTACK
42510,1279,1522,516,220539,1221,1011,63468,65473,65118,ATTACK
13166,377,422,125,7856,500,343,8478,65214,59360,BENIGN
40227,953,1941,343,140251,1519,1299,67560,65131,65492,ATTACK
76950,1420,1709,486,262063,1974,807,55889,65133,65395,ATTACK
13639,285,508,92,14081,441,227,7828,62308,62676,BENIGN
13931,286,391,125,18253,546,346,13540,60309,63670,BENIGN
55442,830,1506,408,231209,1567,1038,79879,65192,65438,ATTACK
43370,964,1363,312,234058,1562,1306,66268,65153,65069,ATTACK
9785,352,390,97,14493,377,202,13451,60052,64848,BENIGN
14811,219,535,144,20743,457,299,13122,60015,59542,BENIGN
62389,1161,1804,598,222064,1478,1341,74229,65258,65385,ATTACK
54625,1166,1317,358,173632,1283,1158,47197,65405,65148,ATTACK
13978,361,538,124,21146,395,240,8609,64796,63229,BENIGN
10470,316,376,103,24854,459,339,12010,60719,61841,BENIGN
14601,390,530,119,11480,528,298,7620,64052,63786,BENIGN
14787,383,412,106,11971,452,332,11858,63649,63858,BENIGN
41139,1490,1635,396,144268,1774,1009,73160,65237,65187,ATTACK
12403,239,443,103,21129,432,346,7214,65251,60786,BENIGN
14596,355,477,127,19601,499,321,7437,62947,60936,BENIGN
62258,1317,1522,420,216797,1290,1028,49193,65157,65082,ATTACK
66146,902,1844,379,220270,1627,802,42369,65177,65215,ATTACK
13689,241,538,128,8508,493,311,8739,60442,64706,BENIGN
78258,1489,1740,361,254830,1490,946,72351,65046,65511,ATTACK
51676,889,1478,525,174795,1241,830,41961,65290,65063,ATTACK
13789,267,468,123,6870,501,224,11665,65505,58334,BENIGN
10842,328,369,113,14861,456,225,10212,60225,60815,BENIGN
48953,1498,1855,393,120962,1569,1077,40506,65389,65061,ATTACK
14573,384,400,115,16839,399,234,11809,64085,59018,BENIGN
13119,339,421,123,23601,467,346,11252,64582,64294,BENIGN
52876,1320,1208,433,165244,1693,1269,75353,65221,65428,ATTACK
9085,347,512,129,12391,500,308,11332,60410,58984,BENIGN
48171,1345,1804,309,278001,1979,1301,56869,65209,65062,ATTACK
11877,233,545,122,18363,388,341,12678,62264,64893,BENIGN
13133,240,523,82,18011,545,283,8898,63017,63085,BENIGN
74948,1485,1553,495,213329,1714,1324,68412,65373,65250,ATTACK
58814,1304,1607,470,179735,1397,1350,68947,65200,65405,ATTACK
53927,1199,1374,343,168685,1788,1160,77414,65067,65225,ATTACK
41615,1447,1356,345,285511,1798,1285,67988,65427,65258,ATTACK
62057,1080,1430,333,112914,1455,1324,57570,65418,65407,ATTACK
50987,881,1922,592,246922,1991,1074,71953,65255,65021,ATTACK
40501,1242,1966,551,278870,1398,1380,75989,65063,65277,ATTACK
13726,259,467,111,10940,426,337,9771,63798,64105,BENIGN
11190,296,358,80,14182,460,286,8844,64737,61951,BENIGN
9158,378,454,89,13245,536,319,10025,60067,58296,BENIGN
14782,286,522,141,24504,473,212,12442,64299,62722,BENIGN
12548,206,431,80,17114,484,322,12343,61945,62672,BENIGN
8101,347,378,140,6889,534,265,10874,63948,60516,BENIGN
41453,982,1313,479,155476,1502,1367,66215,65402,65458,ATTACK
74987,1260,1745,510,261305,1511,898,59536,65162,65141,ATTACK
10450,365,473,123,7231,464,315,7598,63709,62092,BENIGN
43738,1226,1921,468,201901,1897,1153,61227,65458,65210,ATTACK
57763,1099,1398,374,173398,1246,1390,66582,65267,65418,ATTACK
10965,326,428,147,19050,439,334,13397,60529,62084,BENIGN
54655,1011,1721,511,192368,1392,1358,78551,65365,65353,ATTACK
11488,336,517,84,11148,456,329,10474,63477,64264,BENIGN
66881,1033,1221,356,231789,1397,1071,76570,65395,65168,ATTACK
8133,246,457,84,15199,493,334,11092,62270,59286,BENIGN
13777,391,415,129,7125,399,306,11669,64644,61709,BENIGN
63254,1109,1274,485,298558,1710,926,53538,65190,65522,ATTACK
47437,1411,1810,510,113679,1932,1230,49878,65409,65341,ATTACK
13836,360,532,102,11783,497,225,10982,64924,61269,BENIGN
58399,958,1845,520,227508,1660,996,66490,65045,65294,ATTACK
13116,396,452,113,24177,351,292,13062,63320,61509,BENIGN
60686,879,1304,465,274791,1437,844,79083,65435,65222,ATTACK
12042,349,447,89,7267,358,223,9895,63152,60083,BENIGN
50914,1395,1472,539,295734,1531,1218,66765,65276,65002,ATTACK
62620,1278,1538,417,155411,1204,1101,46724,65256,65450,ATTACK
73313,1257,1899,554,299503,1751,957,76350,65441,65534,ATTACK
43936,908,1989,302,139605,1820,884,43750,65448,65294,ATTACK
9827,306,512,138,14438,445,218,10685,65249,60042,BENIGN
46726,1113,1241,513,148566,1510,1105,59482,65449,65435,ATTACK
62424,892,1465,462,231674,1567,822,59161,65264,65382,ATTACK
77892,1408,1908,314,216270,1982,826,63726,65007,65508,ATTACK
8285,308,473,123,13135,377,346,11205,60866,58390,BENIGN
53527,1333,1531,466,147487,1849,1280,44960,65343,65290,ATTACK
70235,1091,1829,393,241492,1241,1047,57048,65027,65190,ATTACK
13059,255,425,140,9441,530,218,7442,61926,58393,BENIGN
78739,1312,1407,537,250220,1287,1047,47613,65407,65244,ATTACK
9804,225,513,83,24387,533,242,8451,60076,62155,BENIGN
54150,1099,1484,486,160338,1931,1377,62053,65260,65061,ATTACK
56511,1166,1294,450,195830,1215,1086,75803,65534,65098,ATTACK
14210,383,372,112,15933,524,218,12968,64800,62506,BENIGN
70220,1234,1321,455,226807,1636,898,70387,65300,65315,ATTACK
40922,996,1255,433,203691,1493,886,42828,65270,65082,ATTACK
69432,1254,1886,583,210275,1831,939,51645,65521,65265,ATTACK
77830,1106,1789,325,259030,1297,1249,41773,65465,65251,ATTACK
77063,1235,1575,425,115543,1347,810,45244,65194,65448,ATTACK
75006,923,1782,490,186252,1596,804,44179,65057,65225,ATTACK
14437,210,449,142,18515,488,241,13132,61832,60821,BENIGN
69910,813,1741,480,271808,1936,824,58185,65468,65033,ATTACK
11858,339,371,123,11173,469,212,8659,63426,62514,BENIGN
65890,1228,1402,541,250616,1695,1030,77211,65224,65293,ATTACK
13572,271,533,139,17928,445,206,8628,63460,61608,BENIGN
14628,328,489,142,21588,492,200,13867,64540,60702,BENIGN
8828,208,405,81,8220,498,234,10856,64575,58040,BENIGN
46841,1307,1381,483,288601,1221,1039,71974,65357,65467,ATTACK
55728,1071,1643,589,177635,1955,1388,77604,65314,65474,ATTACK
10936,295,465,97,10235,481,269,9016,60711,60456,BENIGN
66638,1179,1531,554,185880,1939,830,64608,65206,65300,ATTACK
13432,382,503,131,8128,377,334,13422,62793,61549,BENIGN
9043,297,469,133,7064,355,336,13898,60652,64892,BENIGN
8303,337,534,132,13277,421,281,12472,61525,64848,BENIGN
8066,338,543,142,9583,390,292,11157,61100,58291,BENIGN
13501,278,545,86,13005,536,293,9213,65496,59763,BENIGN
58748,1195,1310,485,276867,1678,1352,47610,65196,65132,ATTACK
61159,1252,1742,384,298314,1556,825,67804,65314,65316,ATTACK
12345,314,396,92,24482,396,339,10857,61775,59081,BENIGN
13533,310,514,107,10422,487,232,10585,60711,58775,BENIGN
10455,281,414,88,13470,376,308,12532,60369,61219,BENIGN
13806,382,466,110,15909,356,284,11698,62523,64511,BENIGN
13599,240,430,127,11967,411,206,13909,63092,64407,BENIGN
78497,932,1843,463,150256,1580,1169,58084,65347,65171,ATTACK
12137,203,424,118,19815,451,246,10464,63118,63510,BENIGN
14370,395,435,129,11987,470,348,9388,64723,60018,BENIGN
62610,1232,1495,350,131066,1574,1172,46025,65318,65171,ATTACK
71723,936,1387,406,244437,1853,1124,40525,65337,65126,ATTACK
14729,311,511,125,13788,357,269,10378,63211,59264,BENIGN
42270,1048,1479,457,182357,1275,1310,65198,65060,65410,ATTACK
78363,1130,1773,341,218129,1306,1097,62584,65334,65436,ATTACK
14149,207,542,123,8442,509,209,9400,61121,59492,BENIGN
65447,1024,1986,476,212026,1508,1206,57250,65014,65485,ATTACK
8522,380,518,111,15071,430,300,10382,60730,64302,BENIGN
68356,1231,1587,457,226109,1608,1072,79815,65071,65493,ATTACK
8296,365,508,107,7769,398,299,8606,64063,61057,BENIGN
46740,1081,1251,460,169076,1232,874,52156,65099,65345,ATTACK
10947,319,525,113,19484,450,277,12239,60850,62951,BENIGN
8765,335,415,147,21303,361,262,9240,64914,62404,BENIGN
12234,329,352,128,24722,395,211,12248,61970,62150,BENIGN
66504,1331,1529,391,115331,1237,880,46435,65136,65451,ATTACK
10874,357,502,130,14707,522,294,10111,64759,63584,BENIGN
